# Map database
# Entry format
# 4, empire, Name, x, y, z, radius
## This is for non-coded borders, e.g. the 10pc border around QI'tomer
## Used for the plot/from command.
# 3, empire, empire abbreviation, red (0-1), green (0-1), blue (0-1),
# 0, empire, centerx, centery, centerz, border radius,
# NOTE: If radius is 0, it is treated a a frame for use with the frame conversion function
# 2, empire, planet name, centerx, centery, centerz, cochranes
# 1, empire, station name, centerx, centery, centerz, cochranes
# NOTE: Empire numbers SHOULD start with 1, not 0.
# CU must always be 0 for this reason; it is handled specialy by the loading code
# Note: 99 is a special cast just for the version number of the DB. Don't mess with it

99,1.06, , , ,

# Frames for frame conversions

3,40, Lily,0,0,0,
0,40,7345.88,-5452.994,45.441,0,

# Cardassian Union

3,0, CU,0.8,0.6,0.2,
0,0,-9337.944,310,20,100,
2,0, Cardassia Prime / Cardassia IV,-9292.7   ,278.9,23.2,971.046269
2,0, Celtris III,-9321.6,363.8,30.3,1092.383032
2,0, Iure Prime,-9149.3,346.133,-18.218,1352.375056
4,0, CU-Iure,-9149.3,346.133,-18.218,5
2,0, Kakrafoon,-9303.8,327.4,119.1,984.134892
4,0, CU-Kakra,-9303.8,327.4,119.1,5
2,0, Kora II,-9415.2,336.8,2.2,1546.5472
2,0, Omekla III,-9332.823,322.081,47.755,1177.335856
2,0, Orias III,-9374.8,280.8,3.1,
2,0, Prim II,-9374.544,391,25.2,
2,0, Siltalk,-9244.244,329.9,4.8,1291.415246
2,0, Tohvun,-9329.9,378,30,1169.970605
2,0, Velos VII,-9331.3,279.9,55,1150.558052
2,0, Volan,-9340.7,366.2,10.1,1271.237214
2,0, Elosian City,-9324.4133,226.485,-29.919,1080.249164
1,0, Varohdan Nor,-9292.744,278.9,23.2
1,0, Rusot Facility,-9322,364,30
1,0, Toran Ser,-9341,366,10
1,0, Alar Ser,-9333,322,48
1,0, Litvok Ser,-9375,281,3
1,0, Temar Nor,-9244,330,5
1,0, Empok Nor,-9415,337,2
1,0, Keitan Nor,-9375,391,25
1,0, Wraikor Ser,-9330,378,30
1,0, Xran Ser,-9331,280,55
1,0, Makbar Ser,-9304,327,119
1,0, Demaz Ser,-9258,261,1
1,0, Zorin Nor,7396.117,-5624.9,78.7,979.590007
1,0, Dolak Nor,6237,6271,-17
1,0, Tehrak Nor,-9149,346,-18

# United Federation of Planets

3,1, UFP,0.1,0.1,1,
0,1,-9197.944,0,0,240,
2,1, Alpha Centauri,-9173.253664,62.558679,-1.032124,1509.980519
2,1, Andor,-9172.144174,60.1,-2.4,1501.383443
2,1, Antos IV,-9179.844174,-20.4,-6.1,
2,1, Argelius II,-9352.644174,-59.2,-121.2,1321.434537
2,1, Betazed,-9386.244174,-93.3,-88.1,1588.134184
2,1, Bynaus,-9318.244174,98.9,146.3,1024.115889
2,1, Cait <Ferasa>,-9156.044174,-228.3,-12.6,1381.815266
2,1, Daran V,-9325.499174,-139.232,-19.774,1075.508253
2,1, Darius III,-9179.444174,200,-22.1,1563.52275
2,1, Delta <Seyalia>,-9010.644174,89.9,-17.3,1596.478668
2,1, Draken IV,-9133.537416,-117.755082,32.526741,1139.674642
2,1, Earth <Terra>/Luna Terra,-9174.044174,61.8,0,1515.816942
2,1, Eeiauo,-9159.944174,-126,96,1400.387483
2,1, Ekos,-9125.144174,-29.1,-68.7,1065.572627
2,1, Eminiar VII,-9234.944174,222.3,25.1,1415.279439
2,1, Freehaven,-9337.244174,207,-36.8,
2,1, Lissajous IV,6254.1768,6234.263658,26.301745,
2,1, Magna Roma,-9330.044174,-101.1,-56.7,1107.657347
2,1, Mars,-9174.044166,61.799995,0.000001,1515.816882
2,1, Melkot II,-9274.862114,-145.9967,-12.7717,
2,1, New Fabrina/Yonada,-9249.044174,-93.6,-91.4,1297.619644
2,1, Organia,-9310.544174,186.3,-12.1,993.78686
2,1, Sivao,-9097.226132,-0.102246,146.784743,970.769193
2,1, Talos IV,-9317.344174,-43.7,-24,
2,1, Taurus II,-9264.444174,47.4,8.1,1149.947568
2,1, Tellar,-9172.944174,60.1,2.6,1507.519362
2,1, Trill,-9247.944174,75,66,1310.49998
2,1, Vulcan,-9178.444174,60,-0.6,1545.832124
1,1, Para Bellum,-9330.518,48.3,12.124,1108.088691

1,1,Starbase 35 <Telstar>,-9330.044,-101.1,-56.7,1107.657347
1,1, USB Apollo Station,-9179.4443,200,-22.1,
1,1, USB Eisenhower Outpost,-9401.147,18.932,-107.859,
1,1, USB Gallipoli Outpost,-9337.244174,207,-36.8,
1,1, USB Invictus Outpost,-9197.9443,0,0,
1,1, USB Kembri Outpost,-9290.482,-129.997,-46.686,
1,1, USB Leonidas Outpost,-9386.2443,-93.3,-88.1,
1,1, Starbase 001 <Spacedock>,-9174.044174,61.8,0,1515.816942
1,1, Starbase 002 <Andromeda>,-9247.9443,75,66,
1,1, Starbase 73 <Camelot>,-9310.544,186.3,-12.1,
1,1, Starbase 257 <Alamo>,-9010.6443,89.9,-17.3,
1,1, Station 218 <Eurus>,-9133.537,-117.755,32.527,
1,1, Station 309 <Notus>,-9325.499,-139.232,-19.774,
1,1, Epsilon 202,-9179,-20,-6,
1,1, Epsilon 209,-9097.226,-0.102,146.785,
1,1, Epsilon 212,-9156.044,-228.3,-12.6,
1,1, Epsilon 216,-9159.944,-126,96,
1,1, Epsilon 217,-9125.1443,-29.1,-68.7,
1,1, Epsilon 301,-9352.644174,-59.2,-121.2,
1,1, Epsilon 303,-9249.044,-93.6,-91.4,
1,1, Epsilon 308,-9274.8623,-145.997,-12.772,
1,1, Epsilon 402,-9234.944,222.3,25.1,
1,1, Epsilon 413,-9264.444,47.4,8.1,
1,1, Epsilon 416,-9318.2443,98.9,146.3,
1,1, Epsilon 615,-9316.1303,204.69,-41.64,
1,1, Epsilon 647,-9394.9463,31.231,-122.427,

# Bajoran Free Nation

3,3, BAJ,1,0.5,0.5,
0,3,-9325.944,221.7,-45.1,5,
2,3, Bajor/Jeraddo,-9325.944078,221.7,-45.100001,1091.283652
1,3, Kainon Station,6316.8,6324.7,10.5,
1,1, Deep Space Nine <DS9>,-9325.944,221.7,-45.1,1091.283652

# Breen Confederacy

3,4, BRE,0,0.5,0.5,
0,4,-9359,213,-30,5,
2,4, Breen,-9376.050179,203.150816,-46.281517,
2,4, Dozaria,-9359,213,-30,
2,4, Portos V,-9268.874,231.877,42.479,

# Klingon Empire

3,5, KLI,1,0,0,
0,5,-9577.944,120,-90,160,
2,5, Beeblebrox,-9528.85,-113.663,-89.859,1098.866903
4,5, KE-Beeble, -9528.85,-113.663,-89.859,10
2,5, Beta Lankal,-9536.344174,248.8,-96.4,1188.896863
2,5, Beta Thoridar,-9684.844174,118.1,-140.1,1002.212127
2,5, Boreth,-9588.044174,130.9,-100.5,1596.583638
2,5, Gamma Eridon,-9597.94,-25,-58,1615.252107
2,5, Narendra III,-9634.94,-114,-170,1433.821684
4,5, KE-Narendra, -9634.94,-114,-170,10
2,5, QI'tomer,-9439.94,-42,-28,1392.229005
4,5, KE-QIT, -9439.94, -42, -28, 10
2,5, Qo'noS/No'Mat,-9519.444174,48.6,-87.9,1028.712352
2,5, Rura Penthe,-9444.844174,60,-66.4,1342.931912
2,5, Zansellquasure,-9478.009867,311.638052,-56.56095,1013.869421
2,5, Hunter's Refuge,-9424.783,123.7,34.706,
4,5, KE-Hunt, -9424.783, 123.7, 34.706, 10

# Romulan Star Empire

3,6, ROM,0.1,1,0.1,
0,6,-9477,-230,10,120,
2,6, Addams IX,-9484.058519,367.519852,-105.792164,
2,6, ch'Havran,-9384.244174,-158.8,-1.8,
2,6, ch'Nahir,-9507.044174,-128,-19.1,
2,6, ch'Rihan,-9384.244174,-158.8,-1.8,
2,6, Jeglae XI,7234.131,-5189.726,-55.079,
2,6, Levaeri Asteroids,-9565.944174,-302.2,13.2,
2,6, Marion III,-9484.317611,368.050979,-105.070637,
2,6, Nelvana III,-9391.244174,-148.7,16,
2,6, Nogark,-9383.38,-160.704,33.659,
2,6, Rhei'llhne,-9444.944174,-184,68,
2,6, Santraginus V,-9507.774194,345.217185,-125.827115,
2,6, Thieurrull,-9433.944174,-246,-26,
1,6, RIS Sienovan B,-9581.3523,-314.942,13.693,

# Galactic Ferengal Alliance

3,7, GFA,1,1,0.1,
0,7,-8977.944,260,-50,100,
2,7, Arcybite,-8982.56543,240.626306,-26.9401,1584.222928
2,7, Artificier II,6287.573,6249.993,9.727,
2,7, Chemarra,-8905.663399,266.258273,-17.130635,
2,7, Fenalgar,-8995.604111,302.521799,-60.548258,1615.828917
2,7, Ferenganor,-8969.545098,292.579839,-43.900428,1516.282014
2,7, Golgafrincham XI,-9075.838671,-395.931128,-1.302726,1007.246608
2,7, Llystad,-9038.221744,285.872559,-47.785562,1365.781673
2,7, Nausicaa,-9022.786865,205.064703,-20.937833,1520.40673
2,7, Quinn's Moon,-9023.031716,205.064976,-20.849225,
2,7, Tolagor,-8953.947696,276.884008,-95.171788,1375.333086
2,7, Zekit,-9048.346357,223.15875,-52.169469,1281.579879
1,7, JFS Facility,-9165.336,258.472,4.896
2,7, Laissez-Faire,-8980.714,258.6,55.588,1578.027312

# Orion Alliance

3,8, ORI,0.1,1,1,
2,8, Aphrodite VIII,6191.658552,6227.973513,23.944103,
2,8, Gamora III,-9410.744174,1.4,-139,
2,8, Rigel VIII/XII,-9407.844174,7.700001,-135.999923,
